degree,section,stream,course_code,course_name
Bachelor of Commerce majoring in Property,Core courses,Program core,ECON1000,Principles of Economics
Bachelor of Commerce majoring in Property,Core courses,Program core,ARTI3000,Business Applications for Artificial Intelligence
Bachelor of Commerce majoring in Property,Core courses,Standard study plans,ACCT1000,Accounting for Decision Makers
Bachelor of Commerce majoring in Property,Core courses,Standard study plans,BAFI1001,Business Finance
Bachelor of Commerce majoring in Property,Core courses,Standard study plans,ECON1000,Principles of Economics
Bachelor of Commerce majoring in Property,Core courses,Standard study plans,-,Core course
Bachelor of Commerce majoring in Property,Core courses,Standard study plans,BUSI1002,"Management, Organisations and Leadership"
Bachelor of Commerce majoring in Property,Core courses,Standard study plans,ECON1012,Data Analytics
Bachelor of Commerce majoring in Property,Core courses,Standard study plans,MARK1004,Discovering Opportunities in Property
Bachelor of Commerce majoring in Property,Core courses,Standard study plans,-,Elective
Bachelor of Commerce majoring in Property,Core courses,Standard study plans,BUSI1001,Business Law
Bachelor of Commerce majoring in Property,Core courses,Standard study plans,BUSI1009,Predictive and Visual Analytics for Managers and Consultants
Bachelor of Commerce majoring in Property,Core courses,Standard study plans,MARK2200,Property Economics
Bachelor of Commerce majoring in Property,Core courses,Standard study plans,-,Core course
Bachelor of Commerce majoring in Property,Core courses,Standard study plans,BUSI1900,Business Practicum
Bachelor of Commerce majoring in Property,Core courses,Standard study plans,BUSI2027,Property and Real Estate Law
Bachelor of Commerce majoring in Property,Core courses,Standard study plans,MARK1006,Property Asset Management
Bachelor of Commerce majoring in Property,Core courses,Standard study plans,-,Elective
Bachelor of Commerce majoring in Property,Core courses,Standard study plans,MARK3202,Property Investment
Bachelor of Commerce majoring in Property,Core courses,Standard study plans,MARK3203,Property Development
Bachelor of Commerce majoring in Property,Core courses,Standard study plans,MARK3204,Statutory and Advanced Valuations
Bachelor of Commerce majoring in Property,Core courses,Standard study plans,-,Core course
Bachelor of Commerce majoring in Property,Core courses,Standard study plans,ARTI3000,Business Applications for Artificial Intelligence
Bachelor of Commerce majoring in Property,Core courses,Standard study plans,BUSI2902,Business Clinic
Bachelor of Commerce majoring in Property,Core courses,Standard study plans,MARK3205,Commercial Property Valuation
Bachelor of Commerce majoring in Property,Major courses,,BUSI2027,Property and Real Estate Law
Bachelor of Commerce majoring in Property,Major courses,,MARK1004,Discovering Opportunities in Property
Bachelor of Commerce majoring in Property,Major courses,,MARK1006,Property Asset Management
Bachelor of Commerce majoring in Property,Major courses,,MARK2200,Property Economics
Bachelor of Commerce majoring in Property,Major courses,,MARK3201,Building Evaluation of Property
Bachelor of Commerce majoring in Property,Major courses,,MARK3202,Property Investment
Bachelor of Commerce majoring in Property,Major courses,,MARK3203,Property Development
Bachelor of Commerce majoring in Property,Major courses,,MARK3204,Statutory and Advanced Valuations
Bachelor of Commerce majoring in Property,Major courses,,MARK3205,Commercial Property Valuation
Bachelor of Commerce majoring in Property,Major courses,Standard study plans,ACCT1000,Accounting for Decision Makers
Bachelor of Commerce majoring in Property,Major courses,Standard study plans,BAFI1001,Business Finance
Bachelor of Commerce majoring in Property,Major courses,Standard study plans,ECON1000,Principles of Economics
Bachelor of Commerce majoring in Property,Major courses,Standard study plans,-,Core course
Bachelor of Commerce majoring in Property,Major courses,Standard study plans,BUSI1002,"Management, Organisations and Leadership"
Bachelor of Commerce majoring in Property,Major courses,Standard study plans,ECON1012,Data Analytics
Bachelor of Commerce majoring in Property,Major courses,Standard study plans,MARK1004,Discovering Opportunities in Property
Bachelor of Commerce majoring in Property,Major courses,Standard study plans,-,Elective
Bachelor of Commerce majoring in Property,Major courses,Standard study plans,BUSI1001,Business Law
Bachelor of Commerce majoring in Property,Major courses,Standard study plans,BUSI1009,Predictive and Visual Analytics for Managers and Consultants
Bachelor of Commerce majoring in Property,Major courses,Standard study plans,MARK2200,Property Economics
Bachelor of Commerce majoring in Property,Major courses,Standard study plans,-,Core course
Bachelor of Commerce majoring in Property,Major courses,Standard study plans,BUSI1900,Business Practicum
Bachelor of Commerce majoring in Property,Major courses,Standard study plans,BUSI2027,Property and Real Estate Law
Bachelor of Commerce majoring in Property,Major courses,Standard study plans,MARK1006,Property Asset Management
Bachelor of Commerce majoring in Property,Major courses,Standard study plans,-,Elective
Bachelor of Commerce majoring in Property,Major courses,Standard study plans,MARK3202,Property Investment
Bachelor of Commerce majoring in Property,Major courses,Standard study plans,MARK3203,Property Development
Bachelor of Commerce majoring in Property,Major courses,Standard study plans,MARK3204,Statutory and Advanced Valuations
Bachelor of Commerce majoring in Property,Major courses,Standard study plans,-,Core course
Bachelor of Commerce majoring in Property,Major courses,Standard study plans,ARTI3000,Business Applications for Artificial Intelligence
Bachelor of Commerce majoring in Property,Major courses,Standard study plans,BUSI2902,Business Clinic
Bachelor of Commerce majoring in Property,Major courses,Standard study plans,MARK3205,Commercial Property Valuation
Bachelor of Commerce majoring in Property,Work integrated learning,,BUSI1900,Business Practicum
Bachelor of Commerce majoring in Property,Work integrated learning,,BUSI2902,Business Clinic
Bachelor of Commerce majoring in Property,Work integrated learning,Standard study plans,ACCT1000,Accounting for Decision Makers
Bachelor of Commerce majoring in Property,Work integrated learning,Standard study plans,BAFI1001,Business Finance
Bachelor of Commerce majoring in Property,Work integrated learning,Standard study plans,ECON1000,Principles of Economics
Bachelor of Commerce majoring in Property,Work integrated learning,Standard study plans,-,Core course
Bachelor of Commerce majoring in Property,Work integrated learning,Standard study plans,BUSI1002,"Management, Organisations and Leadership"
Bachelor of Commerce majoring in Property,Work integrated learning,Standard study plans,ECON1012,Data Analytics
Bachelor of Commerce majoring in Property,Work integrated learning,Standard study plans,MARK1004,Discovering Opportunities in Property
Bachelor of Commerce majoring in Property,Work integrated learning,Standard study plans,-,Elective
Bachelor of Commerce majoring in Property,Work integrated learning,Standard study plans,BUSI1001,Business Law
Bachelor of Commerce majoring in Property,Work integrated learning,Standard study plans,BUSI1009,Predictive and Visual Analytics for Managers and Consultants
Bachelor of Commerce majoring in Property,Work integrated learning,Standard study plans,MARK2200,Property Economics
Bachelor of Commerce majoring in Property,Work integrated learning,Standard study plans,-,Core course
Bachelor of Commerce majoring in Property,Work integrated learning,Standard study plans,BUSI1900,Business Practicum
Bachelor of Commerce majoring in Property,Work integrated learning,Standard study plans,BUSI2027,Property and Real Estate Law
Bachelor of Commerce majoring in Property,Work integrated learning,Standard study plans,MARK1006,Property Asset Management
Bachelor of Commerce majoring in Property,Work integrated learning,Standard study plans,-,Elective
Bachelor of Commerce majoring in Property,Work integrated learning,Standard study plans,MARK3202,Property Investment
Bachelor of Commerce majoring in Property,Work integrated learning,Standard study plans,MARK3203,Property Development
Bachelor of Commerce majoring in Property,Work integrated learning,Standard study plans,MARK3204,Statutory and Advanced Valuations
Bachelor of Commerce majoring in Property,Work integrated learning,Standard study plans,-,Core course
Bachelor of Commerce majoring in Property,Work integrated learning,Standard study plans,ARTI3000,Business Applications for Artificial Intelligence
Bachelor of Commerce majoring in Property,Work integrated learning,Standard study plans,BUSI2902,Business Clinic
Bachelor of Commerce majoring in Property,Work integrated learning,Standard study plans,MARK3205,Commercial Property Valuation
Bachelor of Commerce majoring in Property,Electives,Program electives,BAFI1002,Personal Finance
Bachelor of Commerce majoring in Property,Electives,Program electives,BAFI2009,Financial Modelling
Bachelor of Commerce majoring in Property,Electives,Program electives,BAFI2010,Behavioural Finance
Bachelor of Commerce majoring in Property,Electives,Program electives,BAFI2012,Strategic Financial Analysis
Bachelor of Commerce majoring in Property,Electives,Program electives,BAFI3006,Alternative Investments
Bachelor of Commerce majoring in Property,Electives,Program electives,BAFI3007,Global Wealth Management
Bachelor of Commerce majoring in Property,Electives,Program electives,BAFI5018,Blockchain Crypto and Big Data
Bachelor of Commerce majoring in Property,Electives,Standard study plans,ACCT1000,Accounting for Decision Makers
Bachelor of Commerce majoring in Property,Electives,Standard study plans,BAFI1001,Business Finance
Bachelor of Commerce majoring in Property,Electives,Standard study plans,ECON1000,Principles of Economics
Bachelor of Commerce majoring in Property,Electives,Standard study plans,-,Core course
Bachelor of Commerce majoring in Property,Electives,Standard study plans,BUSI1002,"Management, Organisations and Leadership"
Bachelor of Commerce majoring in Property,Electives,Standard study plans,ECON1012,Data Analytics
Bachelor of Commerce majoring in Property,Electives,Standard study plans,MARK1004,Discovering Opportunities in Property
Bachelor of Commerce majoring in Property,Electives,Standard study plans,-,Elective
Bachelor of Commerce majoring in Property,Electives,Standard study plans,BUSI1001,Business Law
Bachelor of Commerce majoring in Property,Electives,Standard study plans,BUSI1009,Predictive and Visual Analytics for Managers and Consultants
Bachelor of Commerce majoring in Property,Electives,Standard study plans,MARK2200,Property Economics
Bachelor of Commerce majoring in Property,Electives,Standard study plans,-,Core course
Bachelor of Commerce majoring in Property,Electives,Standard study plans,BUSI1900,Business Practicum
Bachelor of Commerce majoring in Property,Electives,Standard study plans,BUSI2027,Property and Real Estate Law
Bachelor of Commerce majoring in Property,Electives,Standard study plans,MARK1006,Property Asset Management
Bachelor of Commerce majoring in Property,Electives,Standard study plans,-,Elective
Bachelor of Commerce majoring in Property,Electives,Standard study plans,MARK3202,Property Investment
Bachelor of Commerce majoring in Property,Electives,Standard study plans,MARK3203,Property Development
Bachelor of Commerce majoring in Property,Electives,Standard study plans,MARK3204,Statutory and Advanced Valuations
Bachelor of Commerce majoring in Property,Electives,Standard study plans,-,Core course
Bachelor of Commerce majoring in Property,Electives,Standard study plans,ARTI3000,Business Applications for Artificial Intelligence
Bachelor of Commerce majoring in Property,Electives,Standard study plans,BUSI2902,Business Clinic
Bachelor of Commerce majoring in Property,Electives,Standard study plans,MARK3205,Commercial Property Valuation
Bachelor of Digital Business,Core courses,Core courses,ACCT1005,UO Accounting for Business
Bachelor of Digital Business,Core courses,Core courses,ACCT2004,UO Management Accounting
Bachelor of Digital Business,Core courses,Core courses,BUSI1019,UO Exploring Digital Technology in Business
Bachelor of Digital Business,Core courses,Core courses,BUSI1020,UO Introduction to Digital Disruption in Business
Bachelor of Digital Business,Core courses,Core courses,BUSI2014,UO Designing Digital Solutions
Bachelor of Digital Business,Core courses,Core courses,BUSI2017,UO Organisational Behaviour
Bachelor of Digital Business,Core courses,Core courses,BUSI2019,UO Management and Organisation
Bachelor of Digital Business,Core courses,Core courses,BUSI2020,UO Project Management: Principles and Strategies
Bachelor of Digital Business,Core courses,Core courses,BUSI2021,UO Entrepreneurship for Social and Market Impact
Bachelor of Digital Business,Core courses,Core courses,BUSI2023,UO Digital Solution Methodologies
Bachelor of Digital Business,Core courses,Core courses,BUSI3025,UO Digital Business Solutions
Bachelor of Digital Business,Core courses,Core courses,BUSI3026,UO Digital Business Value
Bachelor of Digital Business,Core courses,Core courses,BUSI3031,UO Managing Decision Making
Bachelor of Digital Business,Core courses,Core courses,BUSI3033,UO Strategic Management
Bachelor of Digital Business,Core courses,Core courses,ECON1010,UO Principles of Economics
Bachelor of Digital Business,Core courses,Core courses,IBUS3008,UO International Business Environments
Bachelor of Digital Business,Core courses,Core courses,INFO1020,UO Information Technology Fundamentals
Bachelor of Digital Business,Core courses,Core courses,INFO2028,UO Cloud Platforms
Bachelor of Digital Business,Core courses,Core courses,MARK1013,UO Marketing Principles: Trading and Exchange
Bachelor of Digital Business,Core courses,Core courses,INFO3020,UO Risk Management and Governance
Bachelor of Digital Business,Core courses,Core selective courses,BUSI3036,UO Business Internship 30 Days
Bachelor of Digital Business,Core courses,Core selective courses,BUSI3037,UO Business Practicum
Bachelor of Digital Business,Core courses,Core selective courses,BUSI3041,UO Virtual Industry Internship
Bachelor of Digital Business,Core courses,Standard study plans,ACCT1005,UO Accounting for Business
Bachelor of Digital Business,Core courses,Standard study plans,BUSI1020,UO Introduction to Digital Disruption in Business
Bachelor of Digital Business,Core courses,Standard study plans,INFO1020,UO Information Technology Fundamentals
Bachelor of Digital Business,Core courses,Standard study plans,MARK1013,UO Marketing Principles: Trading and Exchange
Bachelor of Digital Business,Core courses,Standard study plans,BUSI1019,UO Exploring Digital Technology in Business
Bachelor of Digital Business,Core courses,Standard study plans,BUSI2019,UO Management and Organisation
Bachelor of Digital Business,Core courses,Standard study plans,ECON1010,UO Principles of Economics
Bachelor of Digital Business,Core courses,Standard study plans,-,Elective
Bachelor of Digital Business,Core courses,Standard study plans,ACCT2004,UO Management Accounting
Bachelor of Digital Business,Core courses,Standard study plans,BUSI2021,UO Entrepreneurship for Social and Market Impact
Bachelor of Digital Business,Core courses,Standard study plans,BUSI2023,UO Digital Solution Methodologies
Bachelor of Digital Business,Core courses,Standard study plans,INFO2028,UO Cloud Platforms
Bachelor of Digital Business,Core courses,Standard study plans,BUSI2014,UO Designing Digital Solutions
Bachelor of Digital Business,Core courses,Standard study plans,BUSI2017,UO Organisational Behaviour
Bachelor of Digital Business,Core courses,Standard study plans,BUSI2020,UO Project Management: Principles and Strategies
Bachelor of Digital Business,Core courses,Standard study plans,-,Elective
Bachelor of Digital Business,Core courses,Standard study plans,BUSI3026,UO Digital Business Value
Bachelor of Digital Business,Core courses,Standard study plans,BUSI3031,UO Managing Decision Making
Bachelor of Digital Business,Core courses,Standard study plans,INFO3020,UO Risk Management and Governance
Bachelor of Digital Business,Core courses,Standard study plans,BUSI3025,UO Digital Business Solutions
Bachelor of Digital Business,Core courses,Standard study plans,BUSI3033,UO Strategic Management
Bachelor of Digital Business,Core courses,Standard study plans,IBUS3008,UO International Business Environments
Bachelor of Digital Business,Electives,Program electives - year 1,COMP1021,UO Problem Solving and Programming
Bachelor of Digital Business,Electives,Program electives - year 1,INFO1023,UO Professional Practice in Data Analytics
Bachelor of Digital Business,Electives,Program electives - year 1,LAWS1018,UO Business Law
Bachelor of Digital Business,Electives,Program electives - year 1,MARK1011,UO Consumer Behaviour
Bachelor of Digital Business,Electives,Program electives - year 2,INFO1025,UO System Requirements and User Experience
Bachelor of Digital Business,Electives,Program electives - year 2,INFO2022,UO Business Intelligence
Bachelor of Digital Business,Electives,Program electives - year 2,HRES2012,UO Foundations of Human Resource Management
Bachelor of Digital Business,Electives,Program electives - year 2,MARK2009,UO Marketing Analytics
Bachelor of Digital Business,Electives,Program electives,AUXX1011,Elective 1
Bachelor of Digital Business,Electives,Program electives,AUXX1012,Elective 2
Bachelor of Digital Business,Electives,Program electives,AUXX1013,Elective 3
Bachelor of Digital Business,Electives,Program electives,AUXX1014,Elective 4
Bachelor of Digital Business,Electives,Standard study plans,ACCT1005,UO Accounting for Business
Bachelor of Digital Business,Electives,Standard study plans,BUSI1020,UO Introduction to Digital Disruption in Business
Bachelor of Digital Business,Electives,Standard study plans,INFO1020,UO Information Technology Fundamentals
Bachelor of Digital Business,Electives,Standard study plans,MARK1013,UO Marketing Principles: Trading and Exchange
Bachelor of Digital Business,Electives,Standard study plans,BUSI1019,UO Exploring Digital Technology in Business
Bachelor of Digital Business,Electives,Standard study plans,BUSI2019,UO Management and Organisation
Bachelor of Digital Business,Electives,Standard study plans,ECON1010,UO Principles of Economics
Bachelor of Digital Business,Electives,Standard study plans,-,Elective
Bachelor of Digital Business,Electives,Standard study plans,ACCT2004,UO Management Accounting
Bachelor of Digital Business,Electives,Standard study plans,BUSI2021,UO Entrepreneurship for Social and Market Impact
Bachelor of Digital Business,Electives,Standard study plans,BUSI2023,UO Digital Solution Methodologies
Bachelor of Digital Business,Electives,Standard study plans,INFO2028,UO Cloud Platforms
Bachelor of Digital Business,Electives,Standard study plans,BUSI2014,UO Designing Digital Solutions
Bachelor of Digital Business,Electives,Standard study plans,BUSI2017,UO Organisational Behaviour
Bachelor of Digital Business,Electives,Standard study plans,BUSI2020,UO Project Management: Principles and Strategies
Bachelor of Digital Business,Electives,Standard study plans,-,Elective
Bachelor of Digital Business,Electives,Standard study plans,BUSI3026,UO Digital Business Value
Bachelor of Digital Business,Electives,Standard study plans,BUSI3031,UO Managing Decision Making
Bachelor of Digital Business,Electives,Standard study plans,INFO3020,UO Risk Management and Governance
Bachelor of Digital Business,Electives,Standard study plans,BUSI3025,UO Digital Business Solutions
Bachelor of Digital Business,Electives,Standard study plans,BUSI3033,UO Strategic Management
Bachelor of Digital Business,Electives,Standard study plans,IBUS3008,UO International Business Environments
Bachelor of Economics,Core courses,Common core,AUXX1000,UG Common Core 1
Bachelor of Economics,Core courses,Common core,AUXX2000,UG Common Core 2
Bachelor of Economics,Core courses,Common core,AUXX3000,UG Common Core 3
Bachelor of Economics,Core courses,Program core,ECON1000,Principles of Economics
Bachelor of Economics,Core courses,Program core,ECON1012,Data Analytics
Bachelor of Economics,Core courses,Program core,ECON2000,Intermediate Macroeconomics
Bachelor of Economics,Core courses,Program core,ECON2001,Global Economic History
Bachelor of Economics,Core courses,Standard study plans,ECON1000,Principles of Economics
Bachelor of Economics,Core courses,Standard study plans,ECON1012,Data Analytics
Bachelor of Economics,Core courses,Standard study plans,-,Discipline selective courses
Bachelor of Economics,Core courses,Standard study plans,-,Elective
Bachelor of Economics,Core courses,Standard study plans,-,Elective
Bachelor of Economics,Core courses,Standard study plans,-,Elective
Bachelor of Economics,Core courses,Standard study plans,-,Elective
Bachelor of Economics,Core courses,Standard study plans,-,Core course
Bachelor of Economics,Core courses,Standard study plans,ECON2002,Intermediate Applied Econometrics
Bachelor of Economics,Core courses,Standard study plans,ECON2003,Intermediate Applied Microeconomics
Bachelor of Economics,Core courses,Standard study plans,-,Elective
Bachelor of Economics,Core courses,Standard study plans,-,Elective
Bachelor of Economics,Core courses,Standard study plans,ECON2000,Intermediate Macroeconomics
Bachelor of Economics,Core courses,Standard study plans,ECON2001,Global Economic History
Bachelor of Economics,Core courses,Standard study plans,-,Elective
Bachelor of Economics,Core courses,Standard study plans,-,Core course
Bachelor of Economics,Core courses,Standard study plans,ECON3802,Professional Career Development
Bachelor of Economics,Core courses,Standard study plans,ECON3002,Applied Econometrics
Bachelor of Economics,Core courses,Standard study plans,-,Elective
Bachelor of Economics,Core courses,Standard study plans,-,Elective
Bachelor of Economics,Core courses,Standard study plans,ECON3800,Economic Policy Analysis
Bachelor of Economics,Core courses,Standard study plans,-,Core course
Bachelor of Economics,Core courses,Standard study plans,-,Elective
Bachelor of Economics,Core courses,Standard study plans,-,Elective
Bachelor of Economics,Discipline courses,Discipline courses,ECON2002,Intermediate Applied Econometrics
Bachelor of Economics,Discipline courses,Discipline courses,ECON2003,Intermediate Applied Microeconomics
Bachelor of Economics,Discipline courses,Discipline courses,ECON3002,Applied Econometrics
Bachelor of Economics,Discipline courses,Discipline courses,ECON3800,Economic Policy Analysis
Bachelor of Economics,Discipline courses,Discipline selective courses,ECON1002,Introduction to Mathematical Economics
Bachelor of Economics,Discipline courses,Discipline selective courses,ECON1003,Mathematical Economics
Bachelor of Economics,Discipline courses,Standard study plans,ECON1000,Principles of Economics
Bachelor of Economics,Discipline courses,Standard study plans,ECON1012,Data Analytics
Bachelor of Economics,Discipline courses,Standard study plans,-,Discipline selective courses
Bachelor of Economics,Discipline courses,Standard study plans,-,Elective
Bachelor of Economics,Discipline courses,Standard study plans,-,Elective
Bachelor of Economics,Discipline courses,Standard study plans,-,Elective
Bachelor of Economics,Discipline courses,Standard study plans,-,Elective
Bachelor of Economics,Discipline courses,Standard study plans,-,Core course
Bachelor of Economics,Discipline courses,Standard study plans,ECON2002,Intermediate Applied Econometrics
Bachelor of Economics,Discipline courses,Standard study plans,ECON2003,Intermediate Applied Microeconomics
Bachelor of Economics,Discipline courses,Standard study plans,-,Elective
Bachelor of Economics,Discipline courses,Standard study plans,-,Elective
Bachelor of Economics,Discipline courses,Standard study plans,ECON2000,Intermediate Macroeconomics
Bachelor of Economics,Discipline courses,Standard study plans,ECON2001,Global Economic History
Bachelor of Economics,Discipline courses,Standard study plans,-,Elective
Bachelor of Economics,Discipline courses,Standard study plans,-,Core course
Bachelor of Economics,Discipline courses,Standard study plans,ECON3802,Professional Career Development
Bachelor of Economics,Discipline courses,Standard study plans,ECON3002,Applied Econometrics
Bachelor of Economics,Discipline courses,Standard study plans,-,Elective
Bachelor of Economics,Discipline courses,Standard study plans,-,Elective
Bachelor of Economics,Discipline courses,Standard study plans,ECON3800,Economic Policy Analysis
Bachelor of Economics,Discipline courses,Standard study plans,-,Core course
Bachelor of Economics,Discipline courses,Standard study plans,-,Elective
Bachelor of Economics,Discipline courses,Standard study plans,-,Elective
Bachelor of Economics,Major,Standard study plans,ECON1000,Principles of Economics
Bachelor of Economics,Major,Standard study plans,ECON1012,Data Analytics
Bachelor of Economics,Major,Standard study plans,-,Discipline selective courses
Bachelor of Economics,Major,Standard study plans,-,Elective
Bachelor of Economics,Major,Standard study plans,-,Elective
Bachelor of Economics,Major,Standard study plans,-,Elective
Bachelor of Economics,Major,Standard study plans,-,Elective
Bachelor of Economics,Major,Standard study plans,-,Core course
Bachelor of Economics,Major,Standard study plans,ECON2002,Intermediate Applied Econometrics
Bachelor of Economics,Major,Standard study plans,ECON2003,Intermediate Applied Microeconomics
Bachelor of Economics,Major,Standard study plans,-,Elective
Bachelor of Economics,Major,Standard study plans,-,Elective
Bachelor of Economics,Major,Standard study plans,ECON2000,Intermediate Macroeconomics
Bachelor of Economics,Major,Standard study plans,ECON2001,Global Economic History
Bachelor of Economics,Major,Standard study plans,-,Elective
Bachelor of Economics,Major,Standard study plans,-,Core course
Bachelor of Economics,Major,Standard study plans,ECON3802,Professional Career Development
Bachelor of Economics,Major,Standard study plans,ECON3002,Applied Econometrics
Bachelor of Economics,Major,Standard study plans,-,Elective
Bachelor of Economics,Major,Standard study plans,-,Elective
Bachelor of Economics,Major,Standard study plans,ECON3800,Economic Policy Analysis
Bachelor of Economics,Major,Standard study plans,-,Core course
Bachelor of Economics,Major,Standard study plans,-,Elective
Bachelor of Economics,Major,Standard study plans,-,Elective
Bachelor of Economics,Work integrated learning,,ECON3802,Professional Career Development
Bachelor of Economics,Work integrated learning,Standard study plans,ECON1000,Principles of Economics
Bachelor of Economics,Work integrated learning,Standard study plans,ECON1012,Data Analytics
Bachelor of Economics,Work integrated learning,Standard study plans,-,Discipline selective courses
Bachelor of Economics,Work integrated learning,Standard study plans,-,Elective
Bachelor of Economics,Work integrated learning,Standard study plans,-,Elective
Bachelor of Economics,Work integrated learning,Standard study plans,-,Elective
Bachelor of Economics,Work integrated learning,Standard study plans,-,Elective
Bachelor of Economics,Work integrated learning,Standard study plans,-,Core course
Bachelor of Economics,Work integrated learning,Standard study plans,ECON2002,Intermediate Applied Econometrics
Bachelor of Economics,Work integrated learning,Standard study plans,ECON2003,Intermediate Applied Microeconomics
Bachelor of Economics,Work integrated learning,Standard study plans,-,Elective
Bachelor of Economics,Work integrated learning,Standard study plans,-,Elective
Bachelor of Economics,Work integrated learning,Standard study plans,ECON2000,Intermediate Macroeconomics
Bachelor of Economics,Work integrated learning,Standard study plans,ECON2001,Global Economic History
Bachelor of Economics,Work integrated learning,Standard study plans,-,Elective
Bachelor of Economics,Work integrated learning,Standard study plans,-,Core course
Bachelor of Economics,Work integrated learning,Standard study plans,ECON3802,Professional Career Development
Bachelor of Economics,Work integrated learning,Standard study plans,ECON3002,Applied Econometrics
Bachelor of Economics,Work integrated learning,Standard study plans,-,Elective
Bachelor of Economics,Work integrated learning,Standard study plans,-,Elective
Bachelor of Economics,Work integrated learning,Standard study plans,ECON3800,Economic Policy Analysis
Bachelor of Economics,Work integrated learning,Standard study plans,-,Core course
Bachelor of Economics,Work integrated learning,Standard study plans,-,Elective
Bachelor of Economics,Work integrated learning,Standard study plans,-,Elective
Bachelor of Economics,Electives,Program electives - year 1,ECON1002,Introduction to Mathematical Economics
Bachelor of Economics,Electives,Program electives - year 1,ECON1004,Australia in the Global Economy
Bachelor of Economics,Electives,Program electives - year 1,ECON1005,International Financial Institutions and Markets
Bachelor of Economics,Electives,Program electives - year 1,ECON1006,Using Big Data for Economic and Social Problems
Bachelor of Economics,Electives,Program electives - year 2,ECON1013,Behavioural Economics
Bachelor of Economics,Electives,Program electives - year 2,ECON2004,Financial Economics
Bachelor of Economics,Electives,Program electives - year 2,ECON2011,International Trade and Investment Policy
Bachelor of Economics,Electives,Program electives - year 3,ECON1007,Public Economics
Bachelor of Economics,Electives,Program electives - year 3,ECON3000,Resource and Environmental Economics
Bachelor of Economics,Electives,Program electives - year 3,ECON3001,Labour Economics
Bachelor of Economics,Electives,Program electives - year 3,ECON3003,Impact Evaluation Methods for Economic Policy
Bachelor of Economics,Electives,Program electives - year 3,ECON3004,Rethinking Capitalism
Bachelor of Economics,Electives,Program electives - year 3,ECON3005,Economic Growth and Development
Bachelor of Economics,Electives,Program electives - year 3,ECON3009,Game Theory
Bachelor of Economics,Electives,Program electives - year 3,ECON3010,International Money and Finance
Bachelor of Economics,Electives,Program electives - year 3,ECON3011,Monetary Economics
Bachelor of Economics,Electives,Program electives - year 3,ECON3012,Economics of International Trade
Bachelor of Economics,Electives,Standard study plans,ECON1000,Principles of Economics
Bachelor of Economics,Electives,Standard study plans,ECON1012,Data Analytics
Bachelor of Economics,Electives,Standard study plans,-,Discipline selective courses
Bachelor of Economics,Electives,Standard study plans,-,Elective
Bachelor of Economics,Electives,Standard study plans,-,Elective
Bachelor of Economics,Electives,Standard study plans,-,Elective
Bachelor of Economics,Electives,Standard study plans,-,Elective
Bachelor of Economics,Electives,Standard study plans,-,Core course
Bachelor of Economics,Electives,Standard study plans,ECON2002,Intermediate Applied Econometrics
Bachelor of Economics,Electives,Standard study plans,ECON2003,Intermediate Applied Microeconomics
Bachelor of Economics,Electives,Standard study plans,-,Elective
Bachelor of Economics,Electives,Standard study plans,-,Elective
Bachelor of Economics,Electives,Standard study plans,ECON2000,Intermediate Macroeconomics
Bachelor of Economics,Electives,Standard study plans,ECON2001,Global Economic History
Bachelor of Economics,Electives,Standard study plans,-,Elective
Bachelor of Economics,Electives,Standard study plans,-,Core course
Bachelor of Economics,Electives,Standard study plans,ECON3802,Professional Career Development
Bachelor of Economics,Electives,Standard study plans,ECON3002,Applied Econometrics
Bachelor of Economics,Electives,Standard study plans,-,Elective
Bachelor of Economics,Electives,Standard study plans,-,Elective
Bachelor of Economics,Electives,Standard study plans,ECON3800,Economic Policy Analysis
Bachelor of Economics,Electives,Standard study plans,-,Core course
Bachelor of Economics,Electives,Standard study plans,-,Elective
Bachelor of Economics,Electives,Standard study plans,-,Elective
Bachelor of Economics (Honours),Core courses,Common core,COREX001,An Ethically Rich Life
Bachelor of Economics (Honours),Core courses,Common core,COREX002,Fact or Fiction: Data for Everyone
Bachelor of Economics (Honours),Core courses,Common core,COREX003,Igniting Change: Ideas to Action
Bachelor of Economics (Honours),Core courses,Common core,COREX004,"Proppa Ways, Future Practice"
Bachelor of Economics (Honours),Core courses,Common core,COREX005,"Responsible AI: Bridging Ethics, Education and Industry"
Bachelor of Economics (Honours),Core courses,Common core,COREX006,"Ways of Being, Ways of Seeing"
Bachelor of Economics (Honours),Core courses,Program core,ECON1000,Principles of Economics
Bachelor of Economics (Honours),Core courses,Program core,ECON1003,Mathematical Economics
Bachelor of Economics (Honours),Core courses,Program core,ECON1012,Data Analytics
Bachelor of Economics (Honours),Core courses,Program core,ECON2000,Intermediate Macroeconomics
Bachelor of Economics (Honours),Core courses,Program core,ECON2001,Global Economic History
Bachelor of Economics (Honours),Core courses,Program core,ECON2005,Intermediate Microeconomics
Bachelor of Economics (Honours),Core courses,Program core,ECON2006,Intermediate Econometrics
Bachelor of Economics (Honours),Core courses,Program core,ECON3006,Econometrics
Bachelor of Economics (Honours),Core courses,Program core,ECON3801,Economic Analysis
Bachelor of Economics (Honours),Core courses,Program core,ECON4800,Economics Research Thesis
Bachelor of Economics (Honours),Core courses,Program core,ECONX402,Macroeconomic Theory
Bachelor of Economics (Honours),Core courses,Program core,ECONX401,Econometric Theory
Bachelor of Economics (Honours),Core courses,Program core,ECONX403,Microeconomic Theory
